Generation	Best	Worst	Average
18	    0.000440	   -0.002259	    0.000076
19	    0.000440	   -0.002345	    0.000080
20	    0.000440	   -0.003483	    0.000107
21	    0.000440	   -0.003090	    0.000100
22	    0.000440	   -0.002746	    0.000136
23	    0.000440	   -0.003079	    0.000112
24	    0.000440	-9999.000000	   -9.998867
25	    0.000440	   -0.003797	    0.000104
26	    0.000440	-9999.000000	   -9.998846
27	    0.000440	   -0.003756	    0.000144
28	    0.000440	-9999.000000	  -19.997834
29	    0.000440	   -0.002668	    0.000176
30	    0.000666	   -0.003901	    0.000159
31	    0.000666	   -0.003864	    0.000177
32	    0.000666	-9999.000000	   -9.998842
33	    0.000666	   -0.002747	    0.000196
34	    0.000666	   -0.003545	    0.000208
Generation	Best	Worst	Average
0	    0.000544	-9999.000000	 -269.973561
1	    0.000544	-9999.000000	 -399.960299
2	    0.000544	-9999.000000	 -209.979353
3	    0.000544	-9999.000000	 -229.977314
4	    0.000544	-9999.000000	 -149.985242
5	    0.000544	-9999.000000	 -119.988187
6	    0.000544	-9999.000000	  -79.992117
7	    0.000544	-9999.000000	  -99.990112
8	    0.000544	-9999.000000	 -109.989105
9	    0.000544	-9999.000000	  -69.993066
10	    0.000544	-9999.000000	  -39.996059
11	    0.000544	-9999.000000	  -19.998061
12	    0.000544	-9999.000000	  -19.998063
13	    0.000544	-9999.000000	  -29.997060
14	    0.000544	-9999.000000	  -29.997060
15	    0.000544	   -0.003737	   -0.000068
16	    0.000544	   -0.002222	   -0.000057
17	    0.000544	-9999.000000	  -19.998039
18	    0.000544	-9999.000000	  -19.998020
19	    0.000544	-9999.000000	  -19.998021
20	    0.000544	-9999.000000	  -19.998034
21	    0.000544	-9999.000000	  -19.998021
22	    0.000544	-9999.000000	   -9.999003
23	    0.000544	-9999.000000	  -19.998015
24	    0.000544	-9999.000000	   -9.998980
25	    0.000544	   -0.003002	    0.000053
26	    0.000544	   -0.002046	    0.000074
27	    0.000544	   -0.003026	    0.000082
28	    0.000544	-9999.000000	   -9.998899
29	    0.000544	-9999.000000	   -9.998854
30	    0.000544	   -0.002250	    0.000155
31	    0.000544	   -0.002323	    0.000153
32	    0.000544	   -0.002531	    0.000171
33	    0.000544	   -0.002278	    0.000170
34	    0.000544	-9999.000000	   -9.998817
Generation	Best	Worst	Average
0	    0.000129	-9999.000000	 -429.957606
1	    0.000129	-9999.000000	 -279.972349
2	    0.000235	-9999.000000	 -179.982286
3	    0.000245	-9999.000000	 -179.982260
4	    0.000245	-9999.000000	 -209.979231
5	    0.000279	-9999.000000	 -119.988185
6	    0.000279	-9999.000000	 -149.985122
7	    0.000279	-9999.000000	  -59.994095
8	    0.000279	-9999.000000	  -39.996074
9	    0.000279	-9999.000000	  -49.995057
10	    0.000279	-9999.000000	  -19.998069
11	    0.000279	-9999.000000	   -9.999051
12	    0.000279	-9999.000000	  -29.997038
13	    0.000302	-9999.000000	   -9.999019
14	    0.000302	-9999.000000	  -29.997021
15	    0.000333	-9999.000000	  -49.995031
16	    0.000403	-9999.000000	   -9.999009
17	    0.000403	-9999.000000	  -29.996984
18	    0.000403	-9999.000000	   -9.998958
19	    0.000403	   -0.002907	    0.000081
20	    0.000403	   -0.002470	    0.000091
21	    0.000403	-9999.000000	  -39.995887
22	    0.000403	   -0.002983	    0.000144
23	    0.000403	   -0.003779	    0.000124
24	    0.000403	   -0.002398	    0.000158
25	    0.000403	   -0.003658	    0.000146
26	    0.000403	   -0.002647	    0.000174
27	    0.000403	-9999.000000	  -19.997851
28	    0.000403	   -0.002707	    0.000164
29	    0.000403	-9999.000000	   -9.998836
30	    0.000403	   -0.003640	    0.000183
31	    0.000403	-9999.000000	   -9.998821
32	    0.000403	   -0.002022	    0.000194
33	    0.000403	   -0.002794	    0.000193
34	    0.000403	   -0.001971	    0.000201
Generation	Best	Worst	Average
0	    0.000584	-9999.000000	 -289.971563
1	    0.000584	-9999.000000	 -299.970386
2	    0.000584	-9999.000000	 -279.972363
3	    0.000584	-9999.000000	 -229.977275
4	    0.000584	-9999.000000	 -189.981230
5	    0.000584	-9999.000000	  -79.992168
6	    0.000584	-9999.000000	 -119.988144
7	    0.000584	-9999.000000	  -89.991098
8	    0.000584	-9999.000000	  -69.993083
9	    0.000584	-9999.000000	  -29.997071
10	    0.000584	-9999.000000	  -29.997055
11	    0.000584	-9999.000000	  -19.998063
12	    0.000584	-9999.000000	   -9.999049
13	    0.000584	-9999.000000	  -29.997038
14	    0.000584	-9999.000000	   -9.999031
15	    0.000584	-9999.000000	   -9.999019
16	    0.000584	-9999.000000	  -29.996994
17	    0.000584	-9999.000000	  -19.997957
18	    0.000584	-9999.000000	  -19.997952
19	    0.000584	   -0.002195	    0.000100
20	    0.000584	   -0.003722	    0.000115
21	    0.000584	   -0.002687	    0.000117
22	    0.000584	   -0.001873	    0.000115
23	    0.000584	   -0.003061	    0.000142
24	    0.000584	   -0.003054	    0.000133
25	    0.000584	   -0.002530	    0.000159
26	    0.000584	   -0.003307	    0.000131
27	    0.000584	-9999.000000	  -19.997847
28	    0.000584	-9999.000000	   -9.998837
29	    0.000584	   -0.002957	    0.000163
30	    0.000584	   -0.003336	    0.000177
31	    0.000584	-9999.000000	  -19.997835
32	    0.000584	-9999.000000	   -9.998829
33	    0.000584	-9999.000000	   -9.998815
34	    0.000584	-9999.000000	   -9.998810
