Generation	Best	Worst	Average
8	    0.000247	-9999.000000	   -9.999050
9	    0.000247	-9999.000000	   -9.999032
10	    0.000247	   -0.003807	   -0.000028
11	    0.000247	   -0.002407	   -0.000020
12	    0.000247	-9999.000000	  -19.998030
13	    0.000247	   -0.007034	   -0.000035
14	    0.000247	-9999.000000	  -19.998022
15	    0.000247	   -0.003862	   -0.000022
16	    0.000247	   -0.005904	   -0.000038
17	    0.000247	   -0.003170	   -0.000024
18	    0.000247	-9999.000000	  -19.998028
19	    0.000247	-9999.000000	   -9.999015
20	    0.000247	   -0.002376	   -0.000011
21	    0.000247	-9999.000000	   -9.999018
22	    0.000247	   -0.006203	   -0.000022
23	    0.000247	-9999.000000	   -9.999025
24	    0.000247	   -0.001540	   -0.000007
25	    0.000247	   -0.001993	   -0.000013
26	    0.000247	   -0.005614	   -0.000023
27	    0.000247	   -0.002338	   -0.000005
28	    0.000247	   -0.003546	   -0.000024
29	    0.000247	   -0.004217	   -0.000015
30	    0.000247	   -0.006679	   -0.000021
31	    0.000247	-9999.000000	   -9.999021
32	    0.000247	   -0.006568	   -0.000015
33	    0.000247	   -0.009727	   -0.000029
34	    0.000247	   -0.002285	   -0.000005
Generation	Best	Worst	Average
0	    0.000083	-9999.000000	 -109.989588
1	    0.000091	-9999.000000	  -89.991334
2	    0.000139	-9999.000000	  -89.991211
3	    0.000139	-9999.000000	  -79.992111
4	    0.000139	-9999.000000	  -49.995080
5	    0.000140	-9999.000000	   -9.999066
6	    0.000140	-9999.000000	   -9.999036
7	    0.000140	-9999.000000	   -9.999039
8	    0.000140	   -0.005349	   -0.000035
9	    0.000140	-9999.000000	  -29.997019
10	    0.000140	   -0.009495	   -0.000028
11	    0.000140	-9999.000000	   -9.999032
12	    0.000140	-9999.000000	  -29.997027
13	    0.000147	-9999.000000	   -9.999028
14	    0.000147	-9999.000000	  -19.998027
15	    0.000174	-9999.000000	   -9.999034
16	    0.000174	   -0.004986	   -0.000028
17	    0.000174	   -0.004222	   -0.000033
18	    0.000174	-9999.000000	  -19.998021
19	    0.000174	-9999.000000	  -19.998029
20	    0.000174	-9999.000000	   -9.999027
21	    0.000174	-9999.000000	  -29.997038
22	    0.000174	-9999.000000	   -9.999020
23	    0.000174	   -0.002738	   -0.000024
24	    0.000174	-9999.000000	   -9.999028
25	    0.000174	-9999.000000	  -19.998016
26	    0.000174	-9999.000000	   -9.999029
27	    0.000174	-9999.000000	  -19.998033
28	    0.000174	   -0.006616	   -0.000016
29	    0.000174	   -0.005769	   -0.000021
30	    0.000174	   -0.004618	   -0.000035
31	    0.000174	   -0.007103	   -0.000013
32	    0.000174	   -0.006887	   -0.000016
33	    0.000174	-9999.000000	  -19.998008
34	    0.000174	-9999.000000	  -19.998005
Generation	Best	Worst	Average
0	    0.000181	-9999.000000	 -109.989632
1	    0.000181	-9999.000000	  -99.990285
2	    0.000181	-9999.000000	  -99.990184
3	    0.000181	-9999.000000	  -49.995137
4	    0.000215	-9999.000000	  -19.998100
5	    0.000215	-9999.000000	  -29.997054
6	    0.000215	-9999.000000	   -9.999069
7	    0.000215	-9999.000000	   -9.999066
8	    0.000215	   -0.004298	   -0.000058
9	    0.000233	-9999.000000	  -29.997030
10	    0.000233	-9999.000000	  -19.998034
11	    0.000233	-9999.000000	   -9.999024
12	    0.000233	   -0.002599	   -0.000024
13	    0.000233	-9999.000000	   -9.999007
14	    0.000233	-9999.000000	   -9.998971
15	    0.000269	-9999.000000	   -9.998934
16	    0.000269	   -0.002326	    0.000110
17	    0.000269	   -0.002944	    0.000124
18	    0.000269	   -0.008331	    0.000128
19	    0.000269	   -0.002783	    0.000156
20	    0.000269	   -0.002461	    0.000164
21	    0.000274	   -0.001831	    0.000181
22	    0.000274	   -0.007931	    0.000173
23	    0.000274	   -0.002917	    0.000199
24	    0.000274	   -0.002839	    0.000202
25	    0.000274	-9999.000000	   -9.998811
26	    0.000274	   -0.003507	    0.000218
27	    0.000280	   -0.010253	    0.000211
28	    0.000280	   -0.009655	    0.000204
29	    0.000280	   -0.004592	    0.000218
30	    0.000280	   -0.010128	    0.000209
31	    0.000280	   -0.007679	    0.000228
32	    0.000280	-9999.000000	   -9.998763
33	    0.000280	   -0.003061	    0.000243
34	    0.000281	   -0.009511	    0.000238
