Generation	Best	Worst	Average
19	    0.004174	   -0.000141	    0.002808
20	    0.004174	-9999.000000	   -9.996143
21	    0.004174	   -0.000076	    0.002876
22	    0.004174	   -0.000004	    0.002909
23	    0.004174	   -0.000191	    0.002875
24	    0.004174	    0.000000	    0.002928
25	    0.004174	    0.000000	    0.002955
26	    0.004174	   -0.000171	    0.002924
27	    0.004174	   -0.000202	    0.002953
28	    0.004174	    0.000000	    0.002977
29	    0.004174	   -0.000153	    0.002943
30	    0.004174	   -0.000108	    0.003056
31	    0.004174	   -0.000003	    0.003101
32	    0.004174	   -0.000002	    0.003152
33	    0.004174	   -0.000003	    0.003134
34	    0.004174	    0.000000	    0.003126
Generation	Best	Worst	Average
0	    0.003071	-9999.000000	 -149.984717
1	    0.003824	-9999.000000	  -79.991225
2	    0.003824	   -0.000105	    0.001219
3	    0.003824	-9999.000000	  -19.996528
4	    0.004040	-9999.000000	   -9.997422
5	    0.004182	-9999.000000	  -19.996316
6	    0.004182	-9999.000000	   -9.997174
7	    0.004182	   -0.000144	    0.001901
8	    0.004182	   -0.000185	    0.002039
9	    0.004182	   -0.000141	    0.002303
10	    0.004182	   -0.000174	    0.002530
11	    0.004182	   -0.000041	    0.002657
12	    0.004182	-9999.000000	  -19.995259
13	    0.004182	   -0.000214	    0.002760
14	    0.004182	   -0.000079	    0.002805
15	    0.004182	-9999.000000	  -29.994202
16	    0.004182	-9999.000000	  -29.994165
17	    0.004182	   -0.000081	    0.002890
18	    0.004182	    0.000000	    0.002874
19	    0.004182	   -0.000033	    0.002885
20	    0.004182	-9999.000000	   -9.996095
21	    0.004182	   -0.000163	    0.002912
22	    0.004182	-9999.000000	   -9.996057
23	    0.004182	   -0.000194	    0.002998
24	    0.004182	   -0.000135	    0.002948
25	    0.004182	   -0.000108	    0.002911
26	    0.004182	-9999.000000	   -9.996170
27	    0.004182	-9999.000000	   -9.996196
28	    0.004182	   -0.000002	    0.002841
29	    0.004182	   -0.000001	    0.003025
30	    0.004182	   -0.000107	    0.003271
31	    0.004182	    0.000000	    0.003311
32	    0.004182	   -0.000003	    0.003362
33	    0.004182	   -0.000004	    0.003345
34	    0.004182	   -0.000004	    0.003371
Generation	Best	Worst	Average
0	    0.003266	-9999.000000	 -119.987686
1	    0.003266	-9999.000000	  -19.997182
2	    0.003437	-9999.000000	  -19.996708
3	    0.003541	-9999.000000	   -9.997464
4	    0.004070	-9999.000000	  -19.996357
5	    0.004070	   -0.000166	    0.001756
6	    0.005978	   -0.000038	    0.001835
7	    0.005978	   -0.000177	    0.001951
8	    0.005978	-9999.000000	   -9.996877
9	    0.005978	   -0.000320	    0.002213
10	    0.005978	    0.000000	    0.002183
11	    0.005978	   -0.000134	    0.002219
12	    0.005978	-9999.000000	   -9.996687
13	    0.005978	-9999.000000	  -19.995513
14	    0.005978	-9999.000000	   -9.996337
15	    0.005978	-9999.000000	   -9.996296
16	    0.005978	    0.000000	    0.002779
17	    0.005978	   -0.000523	    0.002762
18	    0.005978	   -0.000137	    0.002778
19	    0.005978	   -0.000196	    0.002795
20	    0.005978	   -0.000043	    0.002773
21	    0.005978	-9999.000000	   -9.996163
22	    0.005978	   -0.000186	    0.002897
23	    0.005978	-9999.000000	   -9.996044
24	    0.005978	   -0.000021	    0.003029
25	    0.005978	   -0.000029	    0.003018
26	    0.005978	   -0.000016	    0.003099
27	    0.005978	   -0.000036	    0.003128
28	    0.005978	   -0.000004	    0.003157
29	    0.005978	   -0.000127	    0.003148
30	    0.005978	   -0.000207	    0.003144
31	    0.005978	   -0.000133	    0.003174
32	    0.005978	   -0.000026	    0.003170
33	    0.005978	   -0.000004	    0.003159
34	    0.005978	   -0.000004	    0.003183
Generation	Best	Worst	Average
0	    0.004446	-9999.000000	 -109.988682
1	    0.004446	-9999.000000	  -29.996165
2	    0.004446	   -0.000145	    0.001273
3	    0.004446	-9999.000000	   -9.997475
4	    0.004446	-9999.000000	  -29.995298
5	    0.004446	   -0.000025	    0.001816
6	    0.004446	-9999.000000	   -9.996972
7	    0.004446	-9999.000000	   -9.996619
8	    0.004446	-9999.000000	   -9.996332
9	    0.004446	   -0.000132	    0.002910
10	    0.004446	   -0.000001	    0.003294
11	    0.004446	   -0.000303	    0.003745
12	    0.004446	   -0.000132	    0.003932
13	    0.004446	   -0.000148	    0.003947
14	    0.004589	   -0.000047	    0.003963
15	    0.004589	   -0.000032	    0.004045
16	    0.004589	-9999.000000	   -9.994905
17	    0.004589	-9999.000000	  -39.991857
18	    0.004589	-9999.000000	   -9.994898
19	    0.004589	   -0.000027	    0.004157
20	    0.004634	   -0.000109	    0.004182
21	    0.004634	-9999.000000	   -9.994774
22	    0.004634	   -0.000028	    0.004193
23	    0.004634	   -0.000055	    0.004198
24	    0.004634	   -0.000065	    0.004196
25	    0.004634	   -0.000035	    0.004248
26	    0.004634	   -0.000035	    0.004218
27	    0.004634	   -0.000035	    0.004239
28	    0.004634	   -0.000090	    0.004275
29	    0.004634	   -0.000157	    0.004253
30	    0.004634	   -0.000033	    0.004320
31	    0.004634	-9999.000000	  -19.993743
32	    0.004634	-9999.000000	   -9.994720
33	    0.004634	   -0.000022	    0.004326
34	    0.004634	   -0.000121	    0.004292
